cgpa,attendance,backlogs,internships,projects,certifications,aptitude_score,coding_score,technical_skills_score,communication_score,branch,skills,placement
8.83,82.66,0,1,6,4,80.13,63.86,46.24,96.56,EEE,HTML:Intermediate;React:Intermediate;Java:Intermediate;CSS:Intermediate,1
5.84,93.44,0,0,2,1,48.69,57.79,41.21,96.21,EEE,Python:Intermediate;HTML:Advanced,0
7.28,68.6,5,2,0,3,59.79,55.13,54.23,81.96,CSE,React:Intermediate;Python:Advanced;Machine Learning:Beginner;Data Science:Advanced;SQL:Intermediate,0
6.35,67.63,0,1,2,0,46.81,30.04,77.93,59.3,ECE,React:Advanced;Java:Intermediate;HTML:Intermediate;Machine Learning:Beginner;C++:Beginner,0
7.84,67.64,0,0,3,4,39.11,30.85,97.22,75.74,IT,SQL:Beginner;CSS:Intermediate;React:Beginner;Java:Advanced,1
8.6,98.84,1,1,1,8,37.76,61.71,51.02,67.72,IT,Java:Advanced;Python:Advanced;React:Intermediate;C++:Beginner,1
9.55,61.64,1,1,4,7,84.3,37.54,52.78,56.56,CIVIL,React:Beginner;C++:Advanced;Machine Learning:Intermediate;CSS:Intermediate;Python:Intermediate,1
8.87,82.87,3,1,4,1,99.61,32.76,53.85,91.56,MECH,C++:Advanced;Machine Learning:Beginner,1
7.94,74.88,0,1,1,6,82.18,58.57,57.88,64.84,ECE,Machine Learning:Intermediate;C++:Advanced;Data Science:Intermediate,1
9.37,75.71,0,0,6,1,56.68,36.82,53.89,68.89,ECE,Java:Intermediate;Machine Learning:Beginner,1
6.26,91.23,0,3,5,4,62.55,56.35,57.67,55.12,EEE,Machine Learning:Intermediate;HTML:Intermediate;Java:Advanced;Python:Intermediate,1
8.86,56.8,0,0,5,5,54.73,67.47,56.26,58.49,EEE,HTML:Beginner;Machine Learning:Intermediate;C++:Intermediate;JavaScript:Intermediate;CSS:Intermediate,1
7.31,70.46,0,0,0,0,51.29,79.64,43.87,80.22,EEE,CSS:Beginner;Java:Advanced;Machine Learning:Beginner;React:Advanced;SQL:Advanced,0
7.32,90.61,0,2,1,0,52.32,57.47,70.31,50.9,ECE,Python:Beginner;Java:Advanced;JavaScript:Beginner;CSS:Intermediate;HTML:Beginner,1
5.37,66.87,0,0,5,7,96.66,47.15,99.47,91.36,ECE,HTML:Advanced;Java:Advanced;C++:Intermediate;Machine Learning:Beginner,1
9.8,67.75,0,1,6,7,61.32,33.14,64.76,88.15,MECH,Python:Beginner;Data Science:Intermediate;SQL:Advanced,1
5.53,95.63,0,0,0,8,58.81,54.63,91.36,70.03,CSE,React:Advanced;Data Science:Beginner;JavaScript:Advanced,1
5.23,99.28,1,2,3,6,92.6,70.3,81.69,63.04,EEE,C++:Advanced;Python:Beginner;Java:Advanced,1
6.89,66.54,0,1,5,8,78.68,78.65,71.64,84.15,CIVIL,Machine Learning:Intermediate;SQL:Advanced;CSS:Beginner;C++:Intermediate,1
7.84,58.82,0,0,4,0,78.81,49.05,78.03,69.14,EEE,React:Beginner;JavaScript:Intermediate;Java:Intermediate;C++:Intermediate;Machine Learning:Intermediate,1
6.85,62.89,2,0,1,8,91.03,54.0,40.49,48.7,IT,HTML:Intermediate;Data Science:Beginner;JavaScript:Intermediate;SQL:Advanced;CSS:Beginner,0
8.63,76.69,1,1,1,8,92.98,72.9,35.76,96.06,MECH,CSS:Intermediate;C++:Intermediate;Java:Beginner;HTML:Intermediate;JavaScript:Intermediate,1
9.65,68.66,0,1,1,1,38.48,45.07,47.4,65.39,ECE,React:Intermediate;HTML:Beginner,1
6.01,83.22,1,0,6,3,45.9,56.63,79.28,41.5,MECH,C++:Intermediate;React:Beginner;Java:Intermediate,0
6.43,81.45,3,2,5,4,55.73,51.82,70.07,99.08,IT,C++:Intermediate;Java:Intermediate;Python:Intermediate,0
8.74,96.68,0,2,4,4,68.6,60.5,45.72,84.21,EEE,Machine Learning:Beginner;CSS:Beginner;Python:Beginner,1
8.31,84.7,0,1,3,0,73.88,33.41,59.53,52.1,IT,JavaScript:Intermediate;Data Science:Advanced;Java:Intermediate;Python:Beginner,1
8.12,62.01,0,1,3,7,75.69,77.58,63.72,63.18,EEE,JavaScript:Beginner;SQL:Intermediate;Data Science:Intermediate;Java:Intermediate;HTML:Beginner,1
5.8,88.71,1,0,6,0,52.14,88.95,83.22,89.27,CSE,HTML:Advanced;C++:Beginner;Machine Learning:Beginner;React:Intermediate;Python:Intermediate,1
5.23,72.17,0,2,5,5,97.78,33.77,83.34,52.19,EEE,SQL:Advanced;Machine Learning:Advanced;JavaScript:Beginner,1
8.24,83.88,0,4,5,4,52.82,34.01,72.19,41.83,CIVIL,Data Science:Intermediate;CSS:Intermediate;Machine Learning:Intermediate;Java:Beginner;JavaScript:Intermediate,1
7.67,93.97,2,0,0,0,79.97,62.93,55.89,86.64,MECH,CSS:Advanced;Python:Intermediate,0
5.58,75.93,1,2,5,8,64.39,39.34,44.14,98.04,CSE,Python:Advanced;Data Science:Intermediate;JavaScript:Beginner;SQL:Advanced,1
9.25,86.44,1,1,2,8,60.81,40.53,60.95,58.82,CSE,HTML:Intermediate;C++:Intermediate,1
7.26,85.88,3,1,5,3,35.2,74.67,96.23,59.33,CIVIL,Python:Intermediate;SQL:Intermediate;CSS:Intermediate;Java:Beginner,1
7.03,74.25,0,1,0,2,98.81,63.42,95.83,40.41,EEE,CSS:Intermediate;React:Intermediate;SQL:Beginner,1
9.49,82.32,1,1,3,3,49.23,97.16,88.46,49.91,IT,HTML:Advanced;SQL:Beginner;React:Intermediate;Python:Intermediate,1
5.36,82.0,0,0,3,1,40.56,34.25,37.17,58.8,CIVIL,C++:Advanced;Python:Intermediate,0
8.24,91.84,3,2,3,8,42.15,82.79,74.1,40.5,CSE,SQL:Intermediate;Machine Learning:Intermediate,1
9.88,58.91,0,1,5,6,61.35,44.02,36.0,82.22,CSE,Machine Learning:Beginner;SQL:Intermediate;Data Science:Beginner;HTML:Advanced,1
6.69,93.24,0,1,5,7,77.36,48.28,51.6,76.1,IT,JavaScript:Intermediate;C++:Beginner;CSS:Intermediate;Python:Beginner;Machine Learning:Beginner,1
8.23,76.16,1,0,4,4,85.82,51.88,79.46,78.55,ECE,React:Intermediate;Java:Advanced;Python:Beginner;JavaScript:Intermediate,1
5.23,60.52,1,1,0,6,43.38,90.25,95.73,58.39,EEE,C++:Advanced;JavaScript:Beginner;HTML:Intermediate;CSS:Advanced;SQL:Advanced,0
8.74,65.62,0,0,1,3,98.05,60.76,51.53,75.37,EEE,Java:Intermediate;SQL:Advanced;HTML:Advanced;JavaScript:Advanced,1
9.51,77.83,0,1,5,5,97.52,45.57,50.21,64.28,EEE,Python:Beginner;React:Beginner;Java:Advanced;CSS:Advanced;SQL:Intermediate,1
6.43,95.73,2,0,1,4,51.52,94.18,97.11,55.7,EEE,Machine Learning:Advanced;JavaScript:Advanced,0
8.34,67.63,0,1,3,6,70.59,40.31,74.92,84.42,CIVIL,SQL:Advanced;HTML:Intermediate;Data Science:Beginner,1
5.4,80.22,0,0,3,3,64.18,59.32,72.01,89.61,IT,HTML:Advanced;C++:Intermediate;React:Beginner,0
9.63,86.38,1,1,3,6,71.83,50.94,50.76,77.38,CIVIL,SQL:Intermediate;Python:Advanced,1
8.22,65.48,0,2,6,5,59.71,30.71,97.65,56.71,CIVIL,HTML:Beginner;CSS:Beginner;JavaScript:Advanced;Java:Advanced,1
5.4,79.81,4,0,0,1,37.31,65.53,77.27,65.89,ECE,Python:Advanced;Data Science:Advanced;Machine Learning:Intermediate,0
5.02,76.77,3,2,5,1,92.02,70.18,55.3,82.68,CIVIL,JavaScript:Intermediate;C++:Intermediate;CSS:Advanced;Data Science:Intermediate,0
9.05,85.25,4,2,1,1,52.15,76.04,55.95,49.54,EEE,Java:Advanced;CSS:Intermediate,1
9.8,75.65,0,1,2,1,77.49,90.08,84.37,45.61,EEE,Machine Learning:Intermediate;CSS:Beginner;Python:Advanced;SQL:Intermediate;Data Science:Intermediate,1
6.54,69.64,0,0,2,3,41.97,81.03,58.8,93.17,EEE,Machine Learning:Intermediate;Java:Intermediate;JavaScript:Beginner;HTML:Intermediate;CSS:Advanced,0
9.39,75.23,2,1,0,1,52.54,78.37,45.91,83.23,CSE,Python:Intermediate;Machine Learning:Advanced;React:Intermediate;Java:Intermediate,1
6.34,79.37,0,2,2,8,52.67,92.93,90.55,89.95,IT,JavaScript:Intermediate;Python:Intermediate;Machine Learning:Advanced;SQL:Beginner;React:Beginner,1
8.03,59.69,0,0,2,1,84.71,91.75,72.97,44.83,ECE,SQL:Intermediate;React:Beginner;Data Science:Intermediate;JavaScript:Intermediate,1
7.45,58.68,0,0,2,3,41.61,79.11,91.02,75.76,CSE,HTML:Advanced;C++:Advanced;Machine Learning:Beginner,1
5.55,65.25,0,1,1,6,92.94,35.15,73.03,43.26,EEE,JavaScript:Intermediate;CSS:Beginner;C++:Intermediate,1
7.09,92.82,0,1,1,6,53.29,79.61,81.36,61.24,CSE,JavaScript:Beginner;CSS:Beginner;C++:Advanced;Java:Intermediate,1
9.19,94.17,0,0,0,3,40.01,69.84,87.89,48.98,IT,C++:Intermediate;Machine Learning:Intermediate;React:Intermediate;JavaScript:Beginner;HTML:Beginner,1
6.75,80.72,0,2,1,8,82.05,54.7,50.49,82.3,MECH,Python:Intermediate;React:Intermediate;JavaScript:Intermediate;HTML:Beginner;CSS:Intermediate,1
5.13,78.62,2,2,3,3,72.55,81.95,97.2,59.64,EEE,React:Intermediate;Python:Intermediate;SQL:Intermediate;Java:Intermediate;CSS:Intermediate,1
7.03,55.25,1,2,6,7,70.46,51.91,77.38,59.31,CIVIL,Machine Learning:Intermediate;Data Science:Intermediate;Java:Advanced;Python:Beginner;JavaScript:Intermediate,1
6.58,68.86,1,2,0,6,38.59,58.62,76.98,48.4,EEE,Python:Intermediate;JavaScript:Beginner;Machine Learning:Intermediate;SQL:Intermediate,1
6.02,96.17,1,1,1,5,78.4,90.98,35.59,99.03,MECH,SQL:Intermediate;CSS:Intermediate;Java:Beginner;JavaScript:Beginner;React:Advanced,1
9.09,97.36,0,2,3,2,92.59,88.97,76.53,85.93,IT,CSS:Intermediate;Data Science:Intermediate;Machine Learning:Advanced,1
5.22,79.57,2,0,6,7,98.75,63.5,46.85,48.09,CIVIL,Python:Advanced;React:Intermediate;JavaScript:Intermediate;Data Science:Intermediate;Java:Advanced,0
7.84,86.13,0,1,2,0,36.92,79.7,58.18,71.67,MECH,Machine Learning:Advanced;HTML:Advanced;SQL:Intermediate;CSS:Advanced,1
6.89,56.29,2,0,1,5,86.86,53.82,92.22,82.07,ECE,Machine Learning:Beginner;JavaScript:Intermediate,0
7.36,78.81,2,4,5,3,44.72,65.41,94.33,66.93,IT,CSS:Beginner;Java:Intermediate;Python:Advanced;JavaScript:Beginner,1
5.48,65.95,0,2,0,0,86.9,45.13,65.0,51.37,CSE,C++:Intermediate;Data Science:Intermediate;Java:Beginner;Python:Intermediate;CSS:Advanced,1
5.61,71.13,0,1,0,4,51.45,35.56,63.56,72.64,CIVIL,JavaScript:Intermediate;HTML:Intermediate;Java:Beginner;Python:Intermediate,0
6.41,85.47,0,1,1,0,53.86,48.33,75.15,94.44,ECE,Java:Advanced;Python:Intermediate;CSS:Beginner;Data Science:Intermediate;C++:Intermediate,1
8.19,98.97,0,0,6,6,65.61,92.64,52.23,78.51,EEE,SQL:Beginner;HTML:Beginner;Data Science:Intermediate,1
5.53,90.41,0,0,6,7,59.79,87.55,37.0,49.38,IT,HTML:Advanced;Machine Learning:Beginner;React:Intermediate,1
5.82,69.3,0,1,6,7,78.43,42.83,64.45,40.23,EEE,HTML:Beginner;SQL:Beginner;Data Science:Advanced;Java:Advanced;CSS:Advanced,1
5.08,72.1,0,0,6,2,52.04,59.3,58.31,58.03,EEE,CSS:Intermediate;HTML:Beginner;SQL:Advanced;Python:Intermediate,1
9.63,90.66,0,1,3,4,38.67,65.73,91.56,97.9,CIVIL,React:Beginner;Machine Learning:Beginner,1
9.23,85.98,0,0,4,1,99.7,86.42,41.75,78.98,MECH,Java:Intermediate;CSS:Advanced;Data Science:Intermediate;SQL:Advanced;JavaScript:Beginner,1
9.03,58.67,3,0,4,6,95.54,54.68,64.99,56.27,IT,Java:Advanced;CSS:Intermediate;Data Science:Intermediate,1
7.02,96.94,0,1,1,7,56.69,78.86,51.62,74.81,CSE,Java:Beginner;SQL:Beginner;HTML:Intermediate;JavaScript:Beginner,1
9.34,56.34,2,0,5,0,66.29,48.49,60.63,93.24,EEE,React:Beginner;CSS:Beginner;C++:Advanced;HTML:Beginner;SQL:Beginner,1
6.57,71.85,3,1,1,8,66.33,63.88,59.69,80.12,CSE,JavaScript:Beginner;React:Intermediate;Data Science:Intermediate;Java:Beginner,0
8.05,98.89,3,2,0,7,91.59,58.13,89.3,95.5,CSE,Machine Learning:Advanced;React:Advanced,1
7.67,90.89,0,2,3,1,89.39,60.22,86.95,90.97,ECE,C++:Advanced;JavaScript:Intermediate;SQL:Intermediate,1
8.93,91.04,1,1,0,2,60.29,74.51,87.28,89.4,EEE,Java:Beginner;Data Science:Beginner;React:Intermediate;Machine Learning:Advanced;C++:Intermediate,1
8.51,56.48,2,1,0,3,51.73,79.11,91.61,68.28,CSE,C++:Intermediate;Python:Intermediate;HTML:Advanced,1
9.09,87.71,0,2,6,0,55.22,78.63,73.07,50.81,CIVIL,SQL:Advanced;JavaScript:Intermediate;HTML:Intermediate;Data Science:Intermediate;Python:Beginner,1
6.86,73.67,0,0,4,2,83.23,86.72,46.8,92.74,CSE,Python:Intermediate;CSS:Intermediate;JavaScript:Advanced,1
7.71,78.4,1,0,6,5,78.09,63.31,63.6,66.06,EEE,Data Science:Intermediate;Python:Intermediate;CSS:Intermediate;Machine Learning:Intermediate,1
5.19,84.39,0,4,3,7,42.72,74.98,55.85,64.48,CIVIL,CSS:Intermediate;C++:Advanced,1
9.33,74.35,3,1,6,7,60.92,81.07,55.32,58.75,ECE,C++:Advanced;CSS:Beginner;Java:Beginner;Python:Intermediate,1
9.82,91.53,4,0,2,0,56.95,80.47,61.36,52.7,CIVIL,Machine Learning:Intermediate;C++:Intermediate;JavaScript:Beginner;Python:Advanced;HTML:Intermediate,0
7.17,71.18,2,0,2,1,56.37,60.18,84.34,59.17,CSE,Data Science:Intermediate;Java:Intermediate;SQL:Intermediate;CSS:Beginner;JavaScript:Advanced,0
8.05,88.86,2,0,1,4,97.76,84.91,93.76,51.64,CIVIL,CSS:Intermediate;React:Beginner;HTML:Beginner;Machine Learning:Intermediate;Data Science:Advanced,1
7.77,96.65,1,1,2,3,41.23,57.5,70.73,69.46,CSE,Python:Advanced;HTML:Intermediate;Java:Intermediate;C++:Beginner,1
5.99,65.55,3,2,1,6,73.89,83.38,93.29,88.71,CSE,Python:Intermediate;Data Science:Intermediate,1
7.9,56.5,0,1,3,6,81.8,80.91,83.61,52.47,CIVIL,HTML:Advanced;React:Intermediate;Machine Learning:Advanced,1
7.99,87.59,2,1,3,5,87.74,48.73,72.11,77.32,ECE,Data Science:Beginner;HTML:Advanced;Python:Intermediate,1
9.91,58.52,0,1,0,4,75.32,61.8,90.86,79.03,EEE,SQL:Intermediate;JavaScript:Advanced;React:Intermediate,1
5.89,65.58,0,1,0,6,94.45,75.19,43.98,51.28,IT,HTML:Intermediate;Java:Intermediate;SQL:Beginner;JavaScript:Intermediate,1
5.92,80.31,0,0,2,2,59.24,67.79,45.57,58.09,CSE,CSS:Beginner;C++:Intermediate;Data Science:Advanced;Machine Learning:Intermediate;Java:Intermediate,0
6.93,84.87,2,4,3,0,43.21,97.57,56.58,46.02,EEE,Machine Learning:Beginner;CSS:Beginner,1
8.35,81.71,1,2,6,3,72.76,52.33,47.04,73.33,CSE,Machine Learning:Intermediate;JavaScript:Advanced;HTML:Intermediate,1
5.87,66.33,0,0,4,8,99.4,42.15,63.66,52.26,IT,SQL:Beginner;Java:Intermediate;Data Science:Beginner;Machine Learning:Intermediate;Python:Advanced,1
8.03,97.49,0,0,4,2,35.8,83.97,76.89,95.01,EEE,Machine Learning:Advanced;JavaScript:Beginner,1
5.08,92.68,2,0,5,2,93.87,71.08,96.38,70.98,CIVIL,HTML:Beginner;Python:Beginner;Java:Beginner;CSS:Beginner;React:Intermediate,1
6.19,60.48,0,1,4,7,39.08,88.57,67.49,72.16,CIVIL,C++:Beginner;React:Intermediate;HTML:Intermediate,1
7.69,70.56,0,2,6,7,92.18,50.32,91.23,45.58,ECE,React:Intermediate;CSS:Intermediate;SQL:Intermediate;C++:Advanced;Machine Learning:Beginner,1
8.89,81.95,0,1,1,7,81.5,33.4,86.06,91.69,ECE,Machine Learning:Intermediate;Data Science:Advanced;SQL:Intermediate;C++:Beginner,1
8.99,92.6,0,0,6,8,65.22,36.37,72.79,87.8,IT,JavaScript:Advanced;Machine Learning:Beginner,1
7.28,75.43,0,1,4,1,60.17,65.44,46.77,64.61,ECE,Java:Beginner;Python:Advanced,1
5.2,59.34,2,1,3,4,69.62,62.22,74.63,97.34,CSE,Java:Beginner;Machine Learning:Advanced;HTML:Intermediate;SQL:Beginner,0
6.76,91.81,2,2,0,6,73.78,72.62,49.16,94.83,MECH,Java:Intermediate;JavaScript:Intermediate,1
6.85,79.1,3,1,6,4,68.02,87.03,47.05,63.95,IT,SQL:Advanced;HTML:Beginner;Machine Learning:Advanced;C++:Beginner,1
9.71,63.92,1,2,1,1,80.32,51.11,79.48,88.33,MECH,SQL:Intermediate;Machine Learning:Intermediate,1
7.91,59.73,0,2,4,7,66.53,71.39,76.45,55.66,MECH,SQL:Beginner;React:Beginner;C++:Intermediate,1
9.48,91.98,1,0,0,2,55.95,49.15,97.47,60.41,ECE,Python:Advanced;Data Science:Intermediate;SQL:Intermediate;CSS:Beginner;React:Beginner,1
5.97,98.52,4,3,1,8,73.48,94.65,35.5,95.77,ECE,SQL:Intermediate;CSS:Beginner,1
8.14,75.31,2,0,1,1,43.45,36.02,38.06,71.85,MECH,JavaScript:Advanced;SQL:Intermediate,0
9.52,89.95,4,2,1,0,53.17,67.95,94.4,75.09,IT,SQL:Beginner;JavaScript:Beginner;Machine Learning:Beginner,1
5.42,74.42,0,1,4,5,38.46,49.08,41.36,78.92,CIVIL,JavaScript:Intermediate;React:Intermediate;Data Science:Intermediate;CSS:Intermediate;Java:Intermediate,1
9.83,60.12,2,2,5,3,52.03,65.16,58.85,44.12,IT,C++:Beginner;CSS:Intermediate;HTML:Beginner;React:Beginner;JavaScript:Advanced,1
5.94,88.55,0,1,0,6,46.23,64.09,72.08,82.75,MECH,Java:Advanced;React:Beginner;C++:Intermediate;Machine Learning:Intermediate,1
6.21,92.17,1,1,5,1,53.92,30.34,70.97,44.77,EEE,C++:Beginner;JavaScript:Intermediate,0
9.8,85.38,1,1,0,0,66.7,70.38,42.54,64.99,CSE,HTML:Intermediate;React:Beginner;Machine Learning:Beginner;JavaScript:Intermediate,1
8.63,92.69,1,1,6,2,64.03,63.9,56.61,85.77,EEE,SQL:Beginner;JavaScript:Advanced;Machine Learning:Beginner;React:Intermediate;CSS:Intermediate,1
6.52,93.53,1,0,5,4,70.38,32.29,55.54,42.99,IT,React:Intermediate;HTML:Beginner;SQL:Intermediate,1
9.39,66.89,1,1,3,0,46.19,58.21,75.19,80.85,EEE,HTML:Intermediate;SQL:Beginner,1
9.93,98.96,1,2,4,8,49.25,83.92,77.86,56.59,IT,C++:Intermediate;CSS:Beginner,1
9.57,88.75,2,0,3,1,51.11,68.65,97.73,46.52,CSE,C++:Beginner;Machine Learning:Beginner;Data Science:Intermediate,1
8.7,74.61,2,1,5,2,82.04,71.27,88.31,70.56,IT,Data Science:Intermediate;SQL:Intermediate,1
8.71,66.64,1,1,6,2,93.25,56.24,86.8,78.52,MECH,JavaScript:Advanced;HTML:Intermediate;Machine Learning:Advanced;SQL:Intermediate;C++:Advanced,1
7.2,90.43,0,2,6,1,81.93,55.65,77.67,48.52,IT,JavaScript:Intermediate;React:Intermediate;Java:Intermediate;C++:Advanced;SQL:Advanced,1
7.56,66.94,3,2,5,7,91.94,63.72,84.53,49.07,ECE,C++:Advanced;Java:Intermediate,1
7.33,60.49,1,0,0,5,86.29,54.73,60.21,51.36,ECE,Data Science:Advanced;Java:Beginner,0
8.68,68.99,1,0,3,6,55.78,55.55,79.15,87.79,MECH,Java:Intermediate;HTML:Intermediate;Python:Beginner,1
7.05,83.59,2,3,2,4,71.44,38.24,65.31,90.17,CSE,Java:Beginner;Data Science:Intermediate;Machine Learning:Intermediate;CSS:Beginner;SQL:Beginner,1
9.56,73.55,1,0,0,1,37.27,88.01,95.14,43.07,EEE,Java:Intermediate;CSS:Intermediate,1
5.72,88.32,1,0,5,2,54.56,51.76,99.3,40.39,EEE,Java:Beginner;Data Science:Advanced;Python:Intermediate,0
5.8,61.14,0,2,5,8,46.44,89.68,97.65,69.15,CSE,Java:Intermediate;SQL:Advanced,1
8.69,98.36,0,0,3,8,77.69,43.01,79.64,60.78,CIVIL,SQL:Beginner;JavaScript:Advanced;Data Science:Beginner;C++:Advanced,1
9.55,70.26,1,2,5,7,43.53,50.54,81.24,97.59,CIVIL,CSS:Intermediate;C++:Beginner;JavaScript:Intermediate;Machine Learning:Beginner,1
5.47,89.12,0,2,5,2,56.36,92.62,97.08,56.1,CIVIL,SQL:Beginner;Data Science:Intermediate,1
9.11,58.39,2,0,3,8,90.9,30.39,76.21,97.23,ECE,Java:Beginner;SQL:Intermediate;Python:Beginner,1
5.87,87.63,2,1,6,4,79.27,90.42,87.07,66.37,CSE,C++:Advanced;Data Science:Beginner;React:Intermediate,1
7.91,62.13,0,1,4,8,50.45,34.91,54.52,74.51,EEE,JavaScript:Advanced;HTML:Beginner;CSS:Beginner;Data Science:Intermediate;Java:Intermediate,1
9.18,88.21,0,0,5,8,43.93,88.55,86.55,85.85,MECH,SQL:Beginner;Java:Advanced;Machine Learning:Beginner,1
5.67,69.05,0,0,3,7,70.47,50.15,99.14,92.42,IT,Java:Beginner;HTML:Beginner;SQL:Intermediate,1
8.16,87.98,0,0,6,5,86.19,88.91,53.72,70.12,ECE,Java:Advanced;HTML:Beginner,1
8.82,97.89,0,2,2,4,73.24,51.03,97.73,43.58,MECH,CSS:Beginner;Python:Beginner;HTML:Beginner;JavaScript:Intermediate;Data Science:Beginner,1
7.15,96.13,0,2,0,6,40.27,42.42,87.81,42.66,IT,SQL:Intermediate;Data Science:Intermediate;HTML:Intermediate;Machine Learning:Advanced;React:Beginner,1
8.09,82.02,0,3,1,1,35.92,66.81,85.27,95.7,CIVIL,Java:Beginner;JavaScript:Intermediate;Machine Learning:Beginner;Data Science:Advanced;C++:Intermediate,1
6.2,98.52,0,0,1,2,42.52,56.47,87.42,91.44,CIVIL,React:Beginner;SQL:Beginner;Machine Learning:Beginner;HTML:Intermediate;C++:Advanced,0
5.73,55.11,0,0,0,2,46.27,59.25,91.28,93.86,IT,Machine Learning:Intermediate;JavaScript:Beginner;CSS:Intermediate,0
9.2,77.46,1,3,0,4,65.2,86.31,35.67,62.45,CIVIL,Machine Learning:Beginner;SQL:Intermediate;Java:Intermediate;React:Intermediate;C++:Advanced,1
8.3,85.63,2,1,2,4,93.95,58.32,82.89,74.98,MECH,SQL:Advanced;JavaScript:Intermediate;CSS:Intermediate,1
9.23,56.26,0,1,0,3,73.81,82.96,55.09,73.1,CIVIL,JavaScript:Beginner;React:Intermediate,1
5.92,88.54,2,1,5,1,38.59,60.65,50.49,61.46,IT,C++:Advanced;Data Science:Intermediate;Python:Beginner;JavaScript:Beginner;React:Beginner,0
8.84,66.39,2,2,6,0,91.97,79.1,79.97,69.97,CSE,Python:Intermediate;Machine Learning:Intermediate;JavaScript:Beginner;C++:Advanced,1
9.71,64.43,2,2,0,6,78.74,39.74,54.68,55.16,IT,HTML:Intermediate;Java:Intermediate;CSS:Advanced;React:Advanced;JavaScript:Intermediate,1
8.17,59.37,0,1,1,1,74.74,80.97,74.61,67.64,EEE,Machine Learning:Beginner;HTML:Intermediate;CSS:Intermediate;React:Intermediate,1
5.89,92.5,1,2,5,5,73.87,33.21,81.61,90.05,IT,React:Beginner;JavaScript:Advanced;HTML:Intermediate;C++:Intermediate;CSS:Advanced,1
7.12,96.74,1,3,5,5,88.06,69.24,78.54,58.96,EEE,Java:Beginner;HTML:Intermediate,1
6.66,64.28,3,2,2,1,41.96,78.36,81.19,89.26,ECE,CSS:Beginner;C++:Beginner;SQL:Advanced;Data Science:Intermediate;Python:Intermediate,1
7.19,94.27,1,1,6,2,50.09,98.15,87.28,77.65,ECE,Machine Learning:Intermediate;React:Beginner;Data Science:Advanced;JavaScript:Advanced;HTML:Advanced,1
9.7,56.8,1,1,1,3,99.81,72.48,97.27,74.01,EEE,Python:Advanced;C++:Intermediate,1
6.97,86.28,4,2,1,1,58.64,43.94,48.02,90.64,EEE,JavaScript:Intermediate;HTML:Beginner,0
9.01,96.77,3,0,4,1,92.86,94.07,83.0,55.7,CIVIL,C++:Advanced;Machine Learning:Beginner;CSS:Beginner;JavaScript:Intermediate,1
8.55,98.88,0,1,5,5,81.17,83.25,71.55,74.97,CIVIL,Machine Learning:Intermediate;React:Beginner;HTML:Beginner;CSS:Intermediate;Python:Beginner,1
7.26,79.9,3,3,4,2,60.84,95.89,99.91,51.69,CIVIL,Python:Intermediate;JavaScript:Advanced;SQL:Intermediate,1
7.28,84.03,0,1,1,0,74.21,56.45,36.35,89.59,CIVIL,C++:Advanced;JavaScript:Beginner,1
8.23,86.58,0,3,4,8,60.42,55.48,54.32,44.45,MECH,CSS:Beginner;C++:Intermediate;Java:Advanced,1
7.99,71.28,1,1,2,7,98.33,87.28,59.26,83.98,CSE,C++:Intermediate;Python:Intermediate;Data Science:Intermediate;CSS:Beginner,1
5.13,96.73,4,2,4,5,35.16,42.52,87.1,60.6,CIVIL,React:Advanced;Data Science:Intermediate;Machine Learning:Beginner,0
8.3,75.42,0,1,0,3,92.34,49.47,75.86,89.21,IT,C++:Beginner;Data Science:Intermediate,1
5.3,60.79,1,0,1,8,36.88,38.21,81.89,70.27,CSE,C++:Intermediate;Machine Learning:Intermediate;JavaScript:Intermediate;Java:Advanced;Data Science:Advanced,0
6.64,82.16,3,1,1,4,83.85,58.2,79.66,41.44,EEE,React:Intermediate;Data Science:Intermediate;HTML:Intermediate,0
5.89,89.78,1,2,6,7,79.27,91.74,76.79,99.19,ECE,C++:Intermediate;CSS:Intermediate;Java:Beginner;JavaScript:Beginner,1
8.54,85.49,0,1,4,8,69.97,86.17,95.26,49.88,CIVIL,Java:Intermediate;Python:Beginner;Machine Learning:Intermediate,1
6.88,85.73,4,0,3,7,48.32,79.31,47.08,96.82,IT,Machine Learning:Beginner;CSS:Advanced;React:Intermediate;Data Science:Intermediate,0
5.99,71.88,0,1,3,0,85.88,53.92,81.1,56.18,ECE,C++:Intermediate;HTML:Beginner;JavaScript:Advanced;CSS:Advanced,1
8.21,82.19,0,0,3,6,79.19,91.32,71.02,89.77,MECH,JavaScript:Advanced;HTML:Intermediate;C++:Advanced;CSS:Beginner,1
5.68,94.13,0,1,1,0,65.99,75.49,79.15,60.31,ECE,Machine Learning:Advanced;C++:Advanced;CSS:Intermediate,1
7.02,97.55,0,0,3,0,84.89,89.58,86.67,55.8,IT,Machine Learning:Intermediate;Java:Beginner,1
9.74,74.47,0,0,6,0,64.78,95.77,55.32,57.35,CSE,Data Science:Advanced;Machine Learning:Intermediate;HTML:Intermediate;React:Intermediate,1
9.85,82.67,0,2,3,4,39.6,88.34,36.1,50.07,EEE,JavaScript:Intermediate;Java:Advanced;Python:Beginner;C++:Intermediate,1
7.52,61.52,1,0,6,3,92.27,30.83,90.76,91.79,CIVIL,Machine Learning:Intermediate;Java:Intermediate,1
